Comunidades y Ciudades Autónomas;Causa de muerte;Periodo;Total
14 Murcia, Región de;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2003;28
14 Murcia, Región de;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2002;25
14 Murcia, Región de;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2001;23
14 Murcia, Región de;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2000;29
14 Murcia, Región de;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2021;512
14 Murcia, Región de;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2020;549
14 Murcia, Región de;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2019;416
14 Murcia, Región de;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2018;397
14 Murcia, Región de;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2017;427
14 Murcia, Región de;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2016;362
14 Murcia, Región de;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2015;420
14 Murcia, Región de;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2014;390
14 Murcia, Región de;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2013;385
14 Murcia, Región de;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2012;344
14 Murcia, Región de;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2011;290
14 Murcia, Región de;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2010;305
14 Murcia, Región de;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2009;319
14 Murcia, Región de;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2008;317
14 Murcia, Región de;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2007;273
14 Murcia, Región de;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2006;283
14 Murcia, Región de;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2005;299
14 Murcia, Región de;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2004;303
14 Murcia, Región de;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2003;335
14 Murcia, Región de;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2002;318
14 Murcia, Región de;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2001;343
14 Murcia, Región de;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2000;314
14 Murcia, Región de;046-049  V.Trastornos mentales y del comportamiento;2021;466
14 Murcia, Región de;046-049  V.Trastornos mentales y del comportamiento;2020;464
14 Murcia, Región de;046-049  V.Trastornos mentales y del comportamiento;2019;514
14 Murcia, Región de;046-049  V.Trastornos mentales y del comportamiento;2018;455
14 Murcia, Región de;046-049  V.Trastornos mentales y del comportamiento;2017;467
14 Murcia, Región de;046-049  V.Trastornos mentales y del comportamiento;2016;407
14 Murcia, Región de;046-049  V.Trastornos mentales y del comportamiento;2015;415
14 Murcia, Región de;046-049  V.Trastornos mentales y del comportamiento;2014;343
14 Murcia, Región de;046-049  V.Trastornos mentales y del comportamiento;2013;316
14 Murcia, Región de;046-049  V.Trastornos mentales y del comportamiento;2012;316
14 Murcia, Región de;046-049  V.Trastornos mentales y del comportamiento;2011;311
14 Murcia, Región de;046-049  V.Trastornos mentales y del comportamiento;2010;276
14 Murcia, Región de;046-049  V.Trastornos mentales y del comportamiento;2009;289
14 Murcia, Región de;046-049  V.Trastornos mentales y del comportamiento;2008;210
14 Murcia, Región de;046-049  V.Trastornos mentales y del comportamiento;2007;214
14 Murcia, Región de;046-049  V.Trastornos mentales y del comportamiento;2006;222
14 Murcia, Región de;046-049  V.Trastornos mentales y del comportamiento;2005;231
14 Murcia, Región de;046-049  V.Trastornos mentales y del comportamiento;2004;222
14 Murcia, Región de;046-049  V.Trastornos mentales y del comportamiento;2003;276
14 Murcia, Región de;046-049  V.Trastornos mentales y del comportamiento;2002;267
14 Murcia, Región de;046-049  V.Trastornos mentales y del comportamiento;2001;259
14 Murcia, Región de;046-049  V.Trastornos mentales y del comportamiento;2000;240
14 Murcia, Región de;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2021;917
14 Murcia, Región de;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2020;1015
14 Murcia, Región de;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2019;892
14 Murcia, Región de;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2018;855
14 Murcia, Región de;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2017;796
14 Murcia, Región de;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2016;729
14 Murcia, Región de;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2015;800
14 Murcia, Región de;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2014;695
14 Murcia, Región de;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2013;533
14 Murcia, Región de;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2012;605
14 Murcia, Región de;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2011;528
14 Murcia, Región de;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2010;569
14 Murcia, Región de;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2009;527
14 Murcia, Región de;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2008;475
14 Murcia, Región de;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2007;420
14 Murcia, Región de;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2006;393
14 Murcia, Región de;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2005;376
14 Murcia, Región de;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2004;302
14 Murcia, Región de;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2003;368
14 Murcia, Región de;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2002;277
14 Murcia, Región de;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2001;236
14 Murcia, Región de;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2000;196
14 Murcia, Región de;053-061 IX.Enfermedades del sistema circulatorio;2021;3479
14 Murcia, Región de;053-061 IX.Enfermedades del sistema circulatorio;2020;3475
14 Murcia, Región de;053-061 IX.Enfermedades del sistema circulatorio;2019;3383
14 Murcia, Región de;053-061 IX.Enfermedades del sistema circulatorio;2018;3214
14 Murcia, Región de;053-061 IX.Enfermedades del sistema circulatorio;2017;3379
14 Murcia, Región de;053-061 IX.Enfermedades del sistema circulatorio;2016;3229
14 Murcia, Región de;053-061 IX.Enfermedades del sistema circulatorio;2015;3282
14 Murcia, Región de;053-061 IX.Enfermedades del sistema circulatorio;2014;3051
14 Murcia, Región de;053-061 IX.Enfermedades del sistema circulatorio;2013;3106
14 Murcia, Región de;053-061 IX.Enfermedades del sistema circulatorio;2012;3407
14 Murcia, Región de;053-061 IX.Enfermedades del sistema circulatorio;2011;3218
14 Murcia, Región de;053-061 IX.Enfermedades del sistema circulatorio;2010;3231
14 Murcia, Región de;053-061 IX.Enfermedades del sistema circulatorio;2009;3408
14 Murcia, Región de;053-061 IX.Enfermedades del sistema circulatorio;2008;3461
14 Murcia, Región de;053-061 IX.Enfermedades del sistema circulatorio;2007;3410
14 Murcia, Región de;053-061 IX.Enfermedades del sistema circulatorio;2006;3290
14 Murcia, Región de;053-061 IX.Enfermedades del sistema circulatorio;2005;3372
14 Murcia, Región de;053-061 IX.Enfermedades del sistema circulatorio;2004;3267
14 Murcia, Región de;053-061 IX.Enfermedades del sistema circulatorio;2003;3298
14 Murcia, Región de;053-061 IX.Enfermedades del sistema circulatorio;2002;3206
14 Murcia, Región de;053-061 IX.Enfermedades del sistema circulatorio;2001;3214
14 Murcia, Región de;053-061 IX.Enfermedades del sistema circulatorio;2000;3343
14 Murcia, Región de;062-067  X.Enfermedades del sistema respiratorio;2021;988
14 Murcia, Región de;062-067  X.Enfermedades del sistema respiratorio;2020;1069
14 Murcia, Región de;062-067  X.Enfermedades del sistema respiratorio;2019;1344
14 Murcia, Región de;062-067  X.Enfermedades del sistema respiratorio;2018;1562
14 Murcia, Región de;062-067  X.Enfermedades del sistema respiratorio;2017;1527
14 Murcia, Región de;062-067  X.Enfermedades del sistema respiratorio;2016;1372
14 Murcia, Región de;062-067  X.Enfermedades del sistema respiratorio;2015;1553
14 Murcia, Región de;062-067  X.Enfermedades del sistema respiratorio;2014;1265
14 Murcia, Región de;062-067  X.Enfermedades del sistema respiratorio;2013;1252
14 Murcia, Región de;062-067  X.Enfermedades del sistema respiratorio;2012;1441
14 Murcia, Región de;062-067  X.Enfermedades del sistema respiratorio;2011;1225
14 Murcia, Región de;062-067  X.Enfermedades del sistema respiratorio;2010;1135
14 Murcia, Región de;062-067  X.Enfermedades del sistema respiratorio;2009;1246
14 Murcia, Región de;062-067  X.Enfermedades del sistema respiratorio;2008;1274
14 Murcia, Región de;062-067  X.Enfermedades del sistema respiratorio;2007;1254
14 Murcia, Región de;062-067  X.Enfermedades del sistema respiratorio;2006;1084
14 Murcia, Región de;062-067  X.Enfermedades del sistema respiratorio;2005;1305
14 Murcia, Región de;062-067  X.Enfermedades del sistema respiratorio;2004;1118
14 Murcia, Región de;062-067  X.Enfermedades del sistema respiratorio;2003;1183
14 Murcia, Región de;062-067  X.Enfermedades del sistema respiratorio;2002;1125
14 Murcia, Región de;062-067  X.Enfermedades del sistema respiratorio;2001;998
14 Murcia, Región de;062-067  X.Enfermedades del sistema respiratorio;2000;1077
14 Murcia, Región de;068-072  XI.Enfermedades del sistema digestivo;2021;654
14 Murcia, Región de;068-072  XI.Enfermedades del sistema digestivo;2020;557
14 Murcia, Región de;068-072  XI.Enfermedades del sistema digestivo;2019;636
14 Murcia, Región de;068-072  XI.Enfermedades del sistema digestivo;2018;599
14 Murcia, Región de;068-072  XI.Enfermedades del sistema digestivo;2017;597
14 Murcia, Región de;068-072  XI.Enfermedades del sistema digestivo;2016;540
14 Murcia, Región de;068-072  XI.Enfermedades del sistema digestivo;2015;576
14 Murcia, Región de;068-072  XI.Enfermedades del sistema digestivo;2014;558
14 Murcia, Región de;068-072  XI.Enfermedades del sistema digestivo;2013;493
14 Murcia, Región de;068-072  XI.Enfermedades del sistema digestivo;2012;546
14 Murcia, Región de;068-072  XI.Enfermedades del sistema digestivo;2011;533
14 Murcia, Región de;068-072  XI.Enfermedades del sistema digestivo;2010;507
14 Murcia, Región de;068-072  XI.Enfermedades del sistema digestivo;2009;530
14 Murcia, Región de;068-072  XI.Enfermedades del sistema digestivo;2008;517
14 Murcia, Región de;068-072  XI.Enfermedades del sistema digestivo;2007;559
14 Murcia, Región de;068-072  XI.Enfermedades del sistema digestivo;2006;511
14 Murcia, Región de;068-072  XI.Enfermedades del sistema digestivo;2005;518
14 Murcia, Región de;068-072  XI.Enfermedades del sistema digestivo;2004;517
14 Murcia, Región de;068-072  XI.Enfermedades del sistema digestivo;2003;483
14 Murcia, Región de;068-072  XI.Enfermedades del sistema digestivo;2002;468
14 Murcia, Región de;068-072  XI.Enfermedades del sistema digestivo;2001;448
14 Murcia, Región de;068-072  XI.Enfermedades del sistema digestivo;2000;480
14 Murcia, Región de;073  XII.Enfermedades de la piel y del tejido subcutáneo;2021;50
14 Murcia, Región de;073  XII.Enfermedades de la piel y del tejido subcutáneo;2020;38
14 Murcia, Región de;073  XII.Enfermedades de la piel y del tejido subcutáneo;2019;54
14 Murcia, Región de;073  XII.Enfermedades de la piel y del tejido subcutáneo;2018;74
14 Murcia, Región de;073  XII.Enfermedades de la piel y del tejido subcutáneo;2017;71
14 Murcia, Región de;073  XII.Enfermedades de la piel y del tejido subcutáneo;2016;40
14 Murcia, Región de;073  XII.Enfermedades de la piel y del tejido subcutáneo;2015;48
14 Murcia, Región de;073  XII.Enfermedades de la piel y del tejido subcutáneo;2014;38
14 Murcia, Región de;073  XII.Enfermedades de la piel y del tejido subcutáneo;2013;37
14 Murcia, Región de;073  XII.Enfermedades de la piel y del tejido subcutáneo;2012;29
14 Murcia, Región de;073  XII.Enfermedades de la piel y del tejido subcutáneo;2011;45
14 Murcia, Región de;073  XII.Enfermedades de la piel y del tejido subcutáneo;2010;31
14 Murcia, Región de;073  XII.Enfermedades de la piel y del tejido subcutáneo;2009;34
14 Murcia, Región de;073  XII.Enfermedades de la piel y del tejido subcutáneo;2008;43
14 Murcia, Región de;073  XII.Enfermedades de la piel y del tejido subcutáneo;2007;27
14 Murcia, Región de;073  XII.Enfermedades de la piel y del tejido subcutáneo;2006;40
14 Murcia, Región de;073  XII.Enfermedades de la piel y del tejido subcutáneo;2005;30
14 Murcia, Región de;073  XII.Enfermedades de la piel y del tejido subcutáneo;2004;19
14 Murcia, Región de;073  XII.Enfermedades de la piel y del tejido subcutáneo;2003;20
14 Murcia, Región de;073  XII.Enfermedades de la piel y del tejido subcutáneo;2002;23
14 Murcia, Región de;073  XII.Enfermedades de la piel y del tejido subcutáneo;2001;22
14 Murcia, Región de;073  XII.Enfermedades de la piel y del tejido subcutáneo;2000;19
14 Murcia, Región de;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2021;151
14 Murcia, Región de;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2020;161
14 Murcia, Región de;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2019;131
14 Murcia, Región de;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2018;115
14 Murcia, Región de;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2017;145
14 Murcia, Región de;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2016;109
14 Murcia, Región de;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2015;87
14 Murcia, Región de;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2014;76
14 Murcia, Región de;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2013;75
14 Murcia, Región de;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2012;68
14 Murcia, Región de;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2011;73
14 Murcia, Región de;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2010;60
14 Murcia, Región de;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2009;74
14 Murcia, Región de;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2008;98
14 Murcia, Región de;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2007;61
14 Murcia, Región de;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2006;83
14 Murcia, Región de;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2005;81
14 Murcia, Región de;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2004;72
14 Murcia, Región de;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2003;80
14 Murcia, Región de;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2002;70
14 Murcia, Región de;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2001;70
14 Murcia, Región de;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2000;65
14 Murcia, Región de;077-080  XIV.Enfermedades del sistema genitourinario;2021;529
14 Murcia, Región de;077-080  XIV.Enfermedades del sistema genitourinario;2020;508
14 Murcia, Región de;077-080  XIV.Enfermedades del sistema genitourinario;2019;473
14 Murcia, Región de;077-080  XIV.Enfermedades del sistema genitourinario;2018;497
14 Murcia, Región de;077-080  XIV.Enfermedades del sistema genitourinario;2017;416
14 Murcia, Región de;077-080  XIV.Enfermedades del sistema genitourinario;2016;380
14 Murcia, Región de;077-080  XIV.Enfermedades del sistema genitourinario;2015;413
14 Murcia, Región de;077-080  XIV.Enfermedades del sistema genitourinario;2014;406
14 Murcia, Región de;077-080  XIV.Enfermedades del sistema genitourinario;2013;455
14 Murcia, Región de;077-080  XIV.Enfermedades del sistema genitourinario;2012;463
14 Murcia, Región de;077-080  XIV.Enfermedades del sistema genitourinario;2011;376
14 Murcia, Región de;077-080  XIV.Enfermedades del sistema genitourinario;2010;386
14 Murcia, Región de;077-080  XIV.Enfermedades del sistema genitourinario;2009;389
14 Murcia, Región de;077-080  XIV.Enfermedades del sistema genitourinario;2008;407
14 Murcia, Región de;077-080  XIV.Enfermedades del sistema genitourinario;2007;399
14 Murcia, Región de;077-080  XIV.Enfermedades del sistema genitourinario;2006;332
14 Murcia, Región de;077-080  XIV.Enfermedades del sistema genitourinario;2005;301
14 Murcia, Región de;077-080  XIV.Enfermedades del sistema genitourinario;2004;297
14 Murcia, Región de;077-080  XIV.Enfermedades del sistema genitourinario;2003;322
14 Murcia, Región de;077-080  XIV.Enfermedades del sistema genitourinario;2002;275
14 Murcia, Región de;077-080  XIV.Enfermedades del sistema genitourinario;2001;278
14 Murcia, Región de;077-080  XIV.Enfermedades del sistema genitourinario;2000;257
15 Navarra, Comunidad Foral de;001-008  I.Enfermedades infecciosas y parasitarias;2021;428
15 Navarra, Comunidad Foral de;001-008  I.Enfermedades infecciosas y parasitarias;2020;1234
15 Navarra, Comunidad Foral de;001-008  I.Enfermedades infecciosas y parasitarias;2019;79
15 Navarra, Comunidad Foral de;001-008  I.Enfermedades infecciosas y parasitarias;2018;63
15 Navarra, Comunidad Foral de;001-008  I.Enfermedades infecciosas y parasitarias;2017;70
15 Navarra, Comunidad Foral de;001-008  I.Enfermedades infecciosas y parasitarias;2016;76
15 Navarra, Comunidad Foral de;001-008  I.Enfermedades infecciosas y parasitarias;2015;70
15 Navarra, Comunidad Foral de;001-008  I.Enfermedades infecciosas y parasitarias;2014;76
15 Navarra, Comunidad Foral de;001-008  I.Enfermedades infecciosas y parasitarias;2013;66
15 Navarra, Comunidad Foral de;001-008  I.Enfermedades infecciosas y parasitarias;2012;62
15 Navarra, Comunidad Foral de;001-008  I.Enfermedades infecciosas y parasitarias;2011;75
15 Navarra, Comunidad Foral de;001-008  I.Enfermedades infecciosas y parasitarias;2010;85
15 Navarra, Comunidad Foral de;001-008  I.Enfermedades infecciosas y parasitarias;2009;61
15 Navarra, Comunidad Foral de;001-008  I.Enfermedades infecciosas y parasitarias;2008;81
15 Navarra, Comunidad Foral de;001-008  I.Enfermedades infecciosas y parasitarias;2007;95
15 Navarra, Comunidad Foral de;001-008  I.Enfermedades infecciosas y parasitarias;2006;82
15 Navarra, Comunidad Foral de;001-008  I.Enfermedades infecciosas y parasitarias;2005;106
15 Navarra, Comunidad Foral de;001-008  I.Enfermedades infecciosas y parasitarias;2004;92
15 Navarra, Comunidad Foral de;001-008  I.Enfermedades infecciosas y parasitarias;2003;91
15 Navarra, Comunidad Foral de;001-008  I.Enfermedades infecciosas y parasitarias;2002;87
15 Navarra, Comunidad Foral de;001-008  I.Enfermedades infecciosas y parasitarias;2001;73
15 Navarra, Comunidad Foral de;001-008  I.Enfermedades infecciosas y parasitarias;2000;73
15 Navarra, Comunidad Foral de;009-041  II.Tumores;2021;1699
15 Navarra, Comunidad Foral de;009-041  II.Tumores;2020;1589
15 Navarra, Comunidad Foral de;009-041  II.Tumores;2019;1555
15 Navarra, Comunidad Foral de;009-041  II.Tumores;2018;1556
15 Navarra, Comunidad Foral de;009-041  II.Tumores;2017;1587
15 Navarra, Comunidad Foral de;009-041  II.Tumores;2016;1618
15 Navarra, Comunidad Foral de;009-041  II.Tumores;2015;1626
15 Navarra, Comunidad Foral de;009-041  II.Tumores;2014;1646
15 Navarra, Comunidad Foral de;009-041  II.Tumores;2013;1587
15 Navarra, Comunidad Foral de;009-041  II.Tumores;2012;1557
15 Navarra, Comunidad Foral de;009-041  II.Tumores;2011;1549
15 Navarra, Comunidad Foral de;009-041  II.Tumores;2010;1404
15 Navarra, Comunidad Foral de;009-041  II.Tumores;2009;1499
15 Navarra, Comunidad Foral de;009-041  II.Tumores;2008;1433
15 Navarra, Comunidad Foral de;009-041  II.Tumores;2007;1478
15 Navarra, Comunidad Foral de;009-041  II.Tumores;2006;1389
15 Navarra, Comunidad Foral de;009-041  II.Tumores;2005;1393
15 Navarra, Comunidad Foral de;009-041  II.Tumores;2004;1378
15 Navarra, Comunidad Foral de;009-041  II.Tumores;2003;1382
15 Navarra, Comunidad Foral de;009-041  II.Tumores;2002;1418
15 Navarra, Comunidad Foral de;009-041  II.Tumores;2001;1398
15 Navarra, Comunidad Foral de;009-041  II.Tumores;2000;1360
15 Navarra, Comunidad Foral de;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2021;27
15 Navarra, Comunidad Foral de;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2020;29
15 Navarra, Comunidad Foral de;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2019;50
15 Navarra, Comunidad Foral de;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2018;31
15 Navarra, Comunidad Foral de;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2017;35
15 Navarra, Comunidad Foral de;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2016;28
15 Navarra, Comunidad Foral de;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2015;23
15 Navarra, Comunidad Foral de;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2014;24
15 Navarra, Comunidad Foral de;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2013;22
15 Navarra, Comunidad Foral de;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2012;20
15 Navarra, Comunidad Foral de;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2011;11
15 Navarra, Comunidad Foral de;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2010;21
15 Navarra, Comunidad Foral de;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2009;22
15 Navarra, Comunidad Foral de;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2008;23
15 Navarra, Comunidad Foral de;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2007;10
15 Navarra, Comunidad Foral de;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2006;19
15 Navarra, Comunidad Foral de;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2005;12
15 Navarra, Comunidad Foral de;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2004;16
15 Navarra, Comunidad Foral de;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2003;11
15 Navarra, Comunidad Foral de;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2002;13
15 Navarra, Comunidad Foral de;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2001;13
15 Navarra, Comunidad Foral de;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2000;18
15 Navarra, Comunidad Foral de;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2021;167
15 Navarra, Comunidad Foral de;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2020;208
15 Navarra, Comunidad Foral de;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2019;167
15 Navarra, Comunidad Foral de;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2018;176
15 Navarra, Comunidad Foral de;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2017;206
15 Navarra, Comunidad Foral de;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2016;213
15 Navarra, Comunidad Foral de;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2015;242
15 Navarra, Comunidad Foral de;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2014;221
15 Navarra, Comunidad Foral de;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2013;127
15 Navarra, Comunidad Foral de;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2012;132
15 Navarra, Comunidad Foral de;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2011;111
15 Navarra, Comunidad Foral de;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2010;162
15 Navarra, Comunidad Foral de;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2009;147
15 Navarra, Comunidad Foral de;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2008;147
15 Navarra, Comunidad Foral de;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2007;162
15 Navarra, Comunidad Foral de;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2006;134
15 Navarra, Comunidad Foral de;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2005;164
15 Navarra, Comunidad Foral de;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2004;153
15 Navarra, Comunidad Foral de;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2003;177
15 Navarra, Comunidad Foral de;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2002;138
15 Navarra, Comunidad Foral de;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2001;135
15 Navarra, Comunidad Foral de;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2000;130
15 Navarra, Comunidad Foral de;046-049  V.Trastornos mentales y del comportamiento;2021;331
15 Navarra, Comunidad Foral de;046-049  V.Trastornos mentales y del comportamiento;2020;298
15 Navarra, Comunidad Foral de;046-049  V.Trastornos mentales y del comportamiento;2019;395
15 Navarra, Comunidad Foral de;046-049  V.Trastornos mentales y del comportamiento;2018;388
15 Navarra, Comunidad Foral de;046-049  V.Trastornos mentales y del comportamiento;2017;372
15 Navarra, Comunidad Foral de;046-049  V.Trastornos mentales y del comportamiento;2016;388
15 Navarra, Comunidad Foral de;046-049  V.Trastornos mentales y del comportamiento;2015;340
15 Navarra, Comunidad Foral de;046-049  V.Trastornos mentales y del comportamiento;2014;279
