Causa de muerte;Edad;Periodo;Total
068-072  XI.Enfermedades del sistema digestivo;De 70 a 74 años  ;2003;2292
068-072  XI.Enfermedades del sistema digestivo;De 70 a 74 años  ;2002;2311
068-072  XI.Enfermedades del sistema digestivo;De 70 a 74 años  ;2001;2260
068-072  XI.Enfermedades del sistema digestivo;De 70 a 74 años  ;2000;2210
068-072  XI.Enfermedades del sistema digestivo;De 75 a 79 años  ;2021;2316
068-072  XI.Enfermedades del sistema digestivo;De 75 a 79 años  ;2020;2277
068-072  XI.Enfermedades del sistema digestivo;De 75 a 79 años  ;2019;2335
068-072  XI.Enfermedades del sistema digestivo;De 75 a 79 años  ;2018;2066
068-072  XI.Enfermedades del sistema digestivo;De 75 a 79 años  ;2017;1903
068-072  XI.Enfermedades del sistema digestivo;De 75 a 79 años  ;2016;2117
068-072  XI.Enfermedades del sistema digestivo;De 75 a 79 años  ;2015;2279
068-072  XI.Enfermedades del sistema digestivo;De 75 a 79 años  ;2014;2267
068-072  XI.Enfermedades del sistema digestivo;De 75 a 79 años  ;2013;2290
068-072  XI.Enfermedades del sistema digestivo;De 75 a 79 años  ;2012;2587
068-072  XI.Enfermedades del sistema digestivo;De 75 a 79 años  ;2011;2679
068-072  XI.Enfermedades del sistema digestivo;De 75 a 79 años  ;2010;2629
068-072  XI.Enfermedades del sistema digestivo;De 75 a 79 años  ;2009;2791
068-072  XI.Enfermedades del sistema digestivo;De 75 a 79 años  ;2008;2786
068-072  XI.Enfermedades del sistema digestivo;De 75 a 79 años  ;2007;2755
068-072  XI.Enfermedades del sistema digestivo;De 75 a 79 años  ;2006;2841
068-072  XI.Enfermedades del sistema digestivo;De 75 a 79 años  ;2005;2915
068-072  XI.Enfermedades del sistema digestivo;De 75 a 79 años  ;2004;2810
068-072  XI.Enfermedades del sistema digestivo;De 75 a 79 años  ;2003;2917
068-072  XI.Enfermedades del sistema digestivo;De 75 a 79 años  ;2002;2912
068-072  XI.Enfermedades del sistema digestivo;De 75 a 79 años  ;2001;2765
068-072  XI.Enfermedades del sistema digestivo;De 75 a 79 años  ;2000;2859
068-072  XI.Enfermedades del sistema digestivo;De 80 a 84 años  ;2021;3127
068-072  XI.Enfermedades del sistema digestivo;De 80 a 84 años  ;2020;3105
068-072  XI.Enfermedades del sistema digestivo;De 80 a 84 años  ;2019;3350
068-072  XI.Enfermedades del sistema digestivo;De 80 a 84 años  ;2018;3525
068-072  XI.Enfermedades del sistema digestivo;De 80 a 84 años  ;2017;3470
068-072  XI.Enfermedades del sistema digestivo;De 80 a 84 años  ;2016;3397
068-072  XI.Enfermedades del sistema digestivo;De 80 a 84 años  ;2015;3673
068-072  XI.Enfermedades del sistema digestivo;De 80 a 84 años  ;2014;3480
068-072  XI.Enfermedades del sistema digestivo;De 80 a 84 años  ;2013;3590
068-072  XI.Enfermedades del sistema digestivo;De 80 a 84 años  ;2012;3519
068-072  XI.Enfermedades del sistema digestivo;De 80 a 84 años  ;2011;3407
068-072  XI.Enfermedades del sistema digestivo;De 80 a 84 años  ;2010;3433
068-072  XI.Enfermedades del sistema digestivo;De 80 a 84 años  ;2009;3522
068-072  XI.Enfermedades del sistema digestivo;De 80 a 84 años  ;2008;3507
068-072  XI.Enfermedades del sistema digestivo;De 80 a 84 años  ;2007;3551
068-072  XI.Enfermedades del sistema digestivo;De 80 a 84 años  ;2006;3418
068-072  XI.Enfermedades del sistema digestivo;De 80 a 84 años  ;2005;3567
068-072  XI.Enfermedades del sistema digestivo;De 80 a 84 años  ;2004;3403
068-072  XI.Enfermedades del sistema digestivo;De 80 a 84 años  ;2003;3299
068-072  XI.Enfermedades del sistema digestivo;De 80 a 84 años  ;2002;3151
068-072  XI.Enfermedades del sistema digestivo;De 80 a 84 años  ;2001;2823
068-072  XI.Enfermedades del sistema digestivo;De 80 a 84 años  ;2000;2824
068-072  XI.Enfermedades del sistema digestivo;De 85 a 89 años  ;2021;4560
068-072  XI.Enfermedades del sistema digestivo;De 85 a 89 años  ;2020;4435
068-072  XI.Enfermedades del sistema digestivo;De 85 a 89 años  ;2019;4659
068-072  XI.Enfermedades del sistema digestivo;De 85 a 89 años  ;2018;4574
068-072  XI.Enfermedades del sistema digestivo;De 85 a 89 años  ;2017;4213
068-072  XI.Enfermedades del sistema digestivo;De 85 a 89 años  ;2016;4134
068-072  XI.Enfermedades del sistema digestivo;De 85 a 89 años  ;2015;3975
068-072  XI.Enfermedades del sistema digestivo;De 85 a 89 años  ;2014;3793
068-072  XI.Enfermedades del sistema digestivo;De 85 a 89 años  ;2013;3739
068-072  XI.Enfermedades del sistema digestivo;De 85 a 89 años  ;2012;3839
068-072  XI.Enfermedades del sistema digestivo;De 85 a 89 años  ;2011;3720
068-072  XI.Enfermedades del sistema digestivo;De 85 a 89 años  ;2010;3476
068-072  XI.Enfermedades del sistema digestivo;De 85 a 89 años  ;2009;3455
068-072  XI.Enfermedades del sistema digestivo;De 85 a 89 años  ;2008;3266
068-072  XI.Enfermedades del sistema digestivo;De 85 a 89 años  ;2007;3137
068-072  XI.Enfermedades del sistema digestivo;De 85 a 89 años  ;2006;2954
068-072  XI.Enfermedades del sistema digestivo;De 85 a 89 años  ;2005;2970
068-072  XI.Enfermedades del sistema digestivo;De 85 a 89 años  ;2004;2901
068-072  XI.Enfermedades del sistema digestivo;De 85 a 89 años  ;2003;2881
068-072  XI.Enfermedades del sistema digestivo;De 85 a 89 años  ;2002;2668
068-072  XI.Enfermedades del sistema digestivo;De 85 a 89 años  ;2001;2700
068-072  XI.Enfermedades del sistema digestivo;De 85 a 89 años  ;2000;2708
068-072  XI.Enfermedades del sistema digestivo;De 90 a 94 años  ;2021;3649
068-072  XI.Enfermedades del sistema digestivo;De 90 a 94 años  ;2020;3422
068-072  XI.Enfermedades del sistema digestivo;De 90 a 94 años  ;2019;3460
068-072  XI.Enfermedades del sistema digestivo;De 90 a 94 años  ;2018;3440
068-072  XI.Enfermedades del sistema digestivo;De 90 a 94 años  ;2017;3046
068-072  XI.Enfermedades del sistema digestivo;De 90 a 94 años  ;2016;2948
068-072  XI.Enfermedades del sistema digestivo;De 90 a 94 años  ;2015;2813
068-072  XI.Enfermedades del sistema digestivo;De 90 a 94 años  ;2014;2626
068-072  XI.Enfermedades del sistema digestivo;De 90 a 94 años  ;2013;2506
068-072  XI.Enfermedades del sistema digestivo;De 90 a 94 años  ;2012;2415
068-072  XI.Enfermedades del sistema digestivo;De 90 a 94 años  ;2011;2103
068-072  XI.Enfermedades del sistema digestivo;De 90 a 94 años  ;2010;2034
068-072  XI.Enfermedades del sistema digestivo;De 90 a 94 años  ;2009;1953
068-072  XI.Enfermedades del sistema digestivo;De 90 a 94 años  ;2008;1957
068-072  XI.Enfermedades del sistema digestivo;De 90 a 94 años  ;2007;1970
068-072  XI.Enfermedades del sistema digestivo;De 90 a 94 años  ;2006;1971
068-072  XI.Enfermedades del sistema digestivo;De 90 a 94 años  ;2005;1852
068-072  XI.Enfermedades del sistema digestivo;De 90 a 94 años  ;2004;1927
068-072  XI.Enfermedades del sistema digestivo;De 90 a 94 años  ;2003;1884
068-072  XI.Enfermedades del sistema digestivo;De 90 a 94 años  ;2002;1683
068-072  XI.Enfermedades del sistema digestivo;De 90 a 94 años  ;2001;1619
068-072  XI.Enfermedades del sistema digestivo;De 90 a 94 años  ;2000;1560
068-072  XI.Enfermedades del sistema digestivo;95 y más años;2021;1680
068-072  XI.Enfermedades del sistema digestivo;95 y más años;2020;1467
068-072  XI.Enfermedades del sistema digestivo;95 y más años;2019;1553
068-072  XI.Enfermedades del sistema digestivo;95 y más años;2018;1414
068-072  XI.Enfermedades del sistema digestivo;95 y más años;2017;1222
068-072  XI.Enfermedades del sistema digestivo;95 y más años;2016;1148
068-072  XI.Enfermedades del sistema digestivo;95 y más años;2015;1068
068-072  XI.Enfermedades del sistema digestivo;95 y más años;2014;1002
068-072  XI.Enfermedades del sistema digestivo;95 y más años;2013;897
068-072  XI.Enfermedades del sistema digestivo;95 y más años;2012;925
068-072  XI.Enfermedades del sistema digestivo;95 y más años;2011;970
068-072  XI.Enfermedades del sistema digestivo;95 y más años;2010;862
068-072  XI.Enfermedades del sistema digestivo;95 y más años;2009;821
068-072  XI.Enfermedades del sistema digestivo;95 y más años;2008;812
068-072  XI.Enfermedades del sistema digestivo;95 y más años;2007;746
068-072  XI.Enfermedades del sistema digestivo;95 y más años;2006;716
068-072  XI.Enfermedades del sistema digestivo;95 y más años;2005;705
068-072  XI.Enfermedades del sistema digestivo;95 y más años;2004;688
068-072  XI.Enfermedades del sistema digestivo;95 y más años;2003;634
068-072  XI.Enfermedades del sistema digestivo;95 y más años;2002;633
068-072  XI.Enfermedades del sistema digestivo;95 y más años;2001;565
068-072  XI.Enfermedades del sistema digestivo;95 y más años;2000;522
073  XII.Enfermedades de la piel y del tejido subcutáneo;Todas las edades;2021;2021
073  XII.Enfermedades de la piel y del tejido subcutáneo;Todas las edades;2020;1902
073  XII.Enfermedades de la piel y del tejido subcutáneo;Todas las edades;2019;1775
073  XII.Enfermedades de la piel y del tejido subcutáneo;Todas las edades;2018;1826
073  XII.Enfermedades de la piel y del tejido subcutáneo;Todas las edades;2017;1691
073  XII.Enfermedades de la piel y del tejido subcutáneo;Todas las edades;2016;1523
073  XII.Enfermedades de la piel y del tejido subcutáneo;Todas las edades;2015;1563
073  XII.Enfermedades de la piel y del tejido subcutáneo;Todas las edades;2014;1318
073  XII.Enfermedades de la piel y del tejido subcutáneo;Todas las edades;2013;1290
073  XII.Enfermedades de la piel y del tejido subcutáneo;Todas las edades;2012;1306
073  XII.Enfermedades de la piel y del tejido subcutáneo;Todas las edades;2011;1169
073  XII.Enfermedades de la piel y del tejido subcutáneo;Todas las edades;2010;1144
073  XII.Enfermedades de la piel y del tejido subcutáneo;Todas las edades;2009;1197
073  XII.Enfermedades de la piel y del tejido subcutáneo;Todas las edades;2008;1211
073  XII.Enfermedades de la piel y del tejido subcutáneo;Todas las edades;2007;1186
073  XII.Enfermedades de la piel y del tejido subcutáneo;Todas las edades;2006;1083
073  XII.Enfermedades de la piel y del tejido subcutáneo;Todas las edades;2005;1107
073  XII.Enfermedades de la piel y del tejido subcutáneo;Todas las edades;2004;994
073  XII.Enfermedades de la piel y del tejido subcutáneo;Todas las edades;2003;1020
073  XII.Enfermedades de la piel y del tejido subcutáneo;Todas las edades;2002;1012
073  XII.Enfermedades de la piel y del tejido subcutáneo;Todas las edades;2001;983
073  XII.Enfermedades de la piel y del tejido subcutáneo;Todas las edades;2000;944
073  XII.Enfermedades de la piel y del tejido subcutáneo;Menos de 1 año;2021;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;Menos de 1 año;2020;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;Menos de 1 año;2019;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;Menos de 1 año;2018;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;Menos de 1 año;2017;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;Menos de 1 año;2016;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;Menos de 1 año;2015;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;Menos de 1 año;2014;1
073  XII.Enfermedades de la piel y del tejido subcutáneo;Menos de 1 año;2013;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;Menos de 1 año;2012;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;Menos de 1 año;2011;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;Menos de 1 año;2010;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;Menos de 1 año;2009;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;Menos de 1 año;2008;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;Menos de 1 año;2007;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;Menos de 1 año;2006;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;Menos de 1 año;2005;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;Menos de 1 año;2004;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;Menos de 1 año;2003;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;Menos de 1 año;2002;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;Menos de 1 año;2001;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;Menos de 1 año;2000;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 1 a 4 años;2021;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 1 a 4 años;2020;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 1 a 4 años;2019;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 1 a 4 años;2018;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 1 a 4 años;2017;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 1 a 4 años;2016;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 1 a 4 años;2015;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 1 a 4 años;2014;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 1 a 4 años;2013;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 1 a 4 años;2012;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 1 a 4 años;2011;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 1 a 4 años;2010;1
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 1 a 4 años;2009;1
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 1 a 4 años;2008;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 1 a 4 años;2007;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 1 a 4 años;2006;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 1 a 4 años;2005;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 1 a 4 años;2004;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 1 a 4 años;2003;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 1 a 4 años;2002;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 1 a 4 años;2001;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 1 a 4 años;2000;1
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 5 a 9 años;2021;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 5 a 9 años;2020;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 5 a 9 años;2019;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 5 a 9 años;2018;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 5 a 9 años;2017;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 5 a 9 años;2016;1
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 5 a 9 años;2015;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 5 a 9 años;2014;1
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 5 a 9 años;2013;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 5 a 9 años;2012;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 5 a 9 años;2011;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 5 a 9 años;2010;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 5 a 9 años;2009;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 5 a 9 años;2008;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 5 a 9 años;2007;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 5 a 9 años;2006;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 5 a 9 años;2005;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 5 a 9 años;2004;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 5 a 9 años;2003;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 5 a 9 años;2002;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 5 a 9 años;2001;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 5 a 9 años;2000;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 10 a 14 años  ;2021;1
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 10 a 14 años  ;2020;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 10 a 14 años  ;2019;1
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 10 a 14 años  ;2018;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 10 a 14 años  ;2017;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 10 a 14 años  ;2016;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 10 a 14 años  ;2015;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 10 a 14 años  ;2014;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 10 a 14 años  ;2013;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 10 a 14 años  ;2012;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 10 a 14 años  ;2011;1
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 10 a 14 años  ;2010;1
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 10 a 14 años  ;2009;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 10 a 14 años  ;2008;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 10 a 14 años  ;2007;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 10 a 14 años  ;2006;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 10 a 14 años  ;2005;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 10 a 14 años  ;2004;1
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 10 a 14 años  ;2003;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 10 a 14 años  ;2002;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 10 a 14 años  ;2001;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 10 a 14 años  ;2000;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 15 a 19 años  ;2021;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 15 a 19 años  ;2020;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 15 a 19 años  ;2019;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 15 a 19 años  ;2018;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 15 a 19 años  ;2017;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 15 a 19 años  ;2016;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 15 a 19 años  ;2015;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 15 a 19 años  ;2014;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 15 a 19 años  ;2013;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 15 a 19 años  ;2012;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 15 a 19 años  ;2011;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 15 a 19 años  ;2010;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 15 a 19 años  ;2009;1
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 15 a 19 años  ;2008;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 15 a 19 años  ;2007;1
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 15 a 19 años  ;2006;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 15 a 19 años  ;2005;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 15 a 19 años  ;2004;1
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 15 a 19 años  ;2003;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 15 a 19 años  ;2002;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 15 a 19 años  ;2001;1
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 15 a 19 años  ;2000;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 20 a 24 años;2021;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 20 a 24 años;2020;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 20 a 24 años;2019;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 20 a 24 años;2018;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 20 a 24 años;2017;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 20 a 24 años;2016;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 20 a 24 años;2015;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 20 a 24 años;2014;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 20 a 24 años;2013;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 20 a 24 años;2012;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 20 a 24 años;2011;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 20 a 24 años;2010;3
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 20 a 24 años;2009;1
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 20 a 24 años;2008;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 20 a 24 años;2007;1
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 20 a 24 años;2006;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 20 a 24 años;2005;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 20 a 24 años;2004;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 20 a 24 años;2003;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 20 a 24 años;2002;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 20 a 24 años;2001;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 20 a 24 años;2000;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 25 a 29 años;2021;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 25 a 29 años;2020;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 25 a 29 años;2019;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 25 a 29 años;2018;1
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 25 a 29 años;2017;1
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 25 a 29 años;2016;2
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 25 a 29 años;2015;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 25 a 29 años;2014;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 25 a 29 años;2013;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 25 a 29 años;2012;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 25 a 29 años;2011;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 25 a 29 años;2010;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 25 a 29 años;2009;1
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 25 a 29 años;2008;2
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 25 a 29 años;2007;2
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 25 a 29 años;2006;1
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 25 a 29 años;2005;1
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 25 a 29 años;2004;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 25 a 29 años;2003;2
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 25 a 29 años;2002;1
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 25 a 29 años;2001;1
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 25 a 29 años;2000;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 30 a 34 años;2021;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 30 a 34 años;2020;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 30 a 34 años;2019;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 30 a 34 años;2018;1
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 30 a 34 años;2017;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 30 a 34 años;2016;1
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 30 a 34 años;2015;1
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 30 a 34 años;2014;3
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 30 a 34 años;2013;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 30 a 34 años;2012;2
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 30 a 34 años;2011;5
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 30 a 34 años;2010;2
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 30 a 34 años;2009;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 30 a 34 años;2008;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 30 a 34 años;2007;2
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 30 a 34 años;2006;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 30 a 34 años;2005;1
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 30 a 34 años;2004;2
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 30 a 34 años;2003;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 30 a 34 años;2002;2
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 30 a 34 años;2001;1
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 30 a 34 años;2000;1
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 35 a 39 años;2021;1
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 35 a 39 años;2020;3
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 35 a 39 años;2019;2
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 35 a 39 años;2018;0
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 35 a 39 años;2017;1
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 35 a 39 años;2016;3
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 35 a 39 años;2015;2
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 35 a 39 años;2014;1
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 35 a 39 años;2013;1
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 35 a 39 años;2012;1
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 35 a 39 años;2011;1
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 35 a 39 años;2010;1
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 35 a 39 años;2009;3
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 35 a 39 años;2008;2
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 35 a 39 años;2007;1
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 35 a 39 años;2006;3
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 35 a 39 años;2005;3
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 35 a 39 años;2004;4
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 35 a 39 años;2003;4
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 35 a 39 años;2002;3
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 35 a 39 años;2001;3
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 35 a 39 años;2000;1
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 40 a 44 años;2021;1
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 40 a 44 años;2020;3
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 40 a 44 años;2019;1
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 40 a 44 años;2018;1
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 40 a 44 años;2017;1
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 40 a 44 años;2016;4
073  XII.Enfermedades de la piel y del tejido subcutáneo;De 40 a 44 años;2015;4
